,paper_id,country,org,org_type,team
12013,4557,MS 38776 USA,USDA ARS,,"Sui, Ruixiu"
12014,4558,Belgium,Univ Ghent,,"Pollier, Jacob; De Geyter, Nathan; Moses, Tessa; Bai, Yuechen; Lacchini, Elia; Gholami, Azra; Vanden Bossche, Robin; Goormachtig, Sofie; Goossens, Alain"
12015,4558,Belgium,VIB,,"Pollier, Jacob; De Geyter, Nathan; Moses, Tessa; Bai, Yuechen; Lacchini, Elia; Gholami, Azra; Vanden Bossche, Robin; Goormachtig, Sofie; Goossens, Alain"
12016,4558,France,Univ Strasbourg,,"Boachon, Benoit; Werck-Reichhart, Daniele"
12017,4558,Spain,CSIC,,"Franco-Zorrilla, Jose M."
12018,4558,Scotland,Univ Edinburgh,,"Moses, Tessa"
12019,4559,Peoples R China,Chinese Acad Agr Sci,,"Zhu, Butuo; Zhang, Pengcheng; Xia, Xiuzhi; Wang, Na; Wang, Hui; Niu, Lifang; Lin, Hao"
12020,4559,Peoples R China,Shanxi Univ,,"Li, Hui; Pei, Yanxi"
12021,4559,Peoples R China,Chinese Acad Sci,,"Hou, Yifeng"
12022,4559,OK 73401 USA,Noble Res Inst LLC,,"Mysore, Kirankumar S.; Wen, Jiangqi"
12023,4560,Peoples R China,Shenyang Univ Chem Technol,,"Liu, Xue-Gui; Lv, Meng-Chao; Sun, Yu-Qiu; Gao, Pin-Yi"
12024,4560,Peoples R China,Shenyang Univ Chem Technol,,"Liu, Xue-Gui; Gao, Pin-Yi; Li, Dan-Qi"
12025,4560,Peoples R China,Shenyang Inst Sci & Technol,,"Huang, Ming-Yuan"
12026,4561,Iran,Ferdowsi Univ Mashhad,,"Gheshlaghi, Zahra; Khorassani, Reza; Fotovat, Amir"
12027,4561,Iran,Ferdowsi Univ Mashhad,,"Kafi, Mohammad"
12028,4561,Spain,CSIC,,"Abadia, Javier"
12029,4562,Iran,Isfahan Univ Technol,,"Yahaghi, Z.; Shirvani, M.; Nourbakhsh, F."
12030,4562,Spain,CSIC,,"Yahaghi, Z.; Pueyo, J. J."
12031,4563,France,Univ Toulouse,,"Sorroche, Fernando; Walch, Mathilda; Zou, Lan; Rengel, David; Maillet, Fabienne; Gibelin-Viala, Chrystel; Masson-Boivin, Catherine; Gough, Clare; Batut, Jacques; Garnerone, Anne-Marie"
12032,4563,France,Univ Toulouse,,"Poinsot, Verena"
12033,4563,France,Univ Toulouse,,"Chervin, Christian"
12034,4564,France,Univ Toulouse,,"Gibelin-Viala, Chrystel; Garcia, Magali; Fliegmann, Judith; Gough, Clare"
12035,4564,France,Univ Toulouse,,"Amblard, Emilie; Puech-Pages, Virginie; Bonhomme, Maxime; Bascaules-Bedin, Adeline; Jacquet, Christophe"
12036,4564,OK 73401 USA,Noble Res Inst LLC,,"Wen, Jiangqi; Mysore, Kirankumar S."
12037,4564,France,INRA,,"le Signor, Christine"
12038,4565,Peoples R China,Qufu Normal Univ,,"Song, Min; Peng, Xiangyong"
12039,4566,Austria,Univ Nat Resources & Life Sci,,"Schneider, Martin; Keiblinger, Katharina M.; Paumann, Melanie; Mentler, Axel; Golestani-Fard, Alireza; Zechmeister-Boltenstern, Sophie; Wenzel, Walter; Zehetner, Franz"
12040,4566,Austria,Austrian Inst Technol,,"Schneider, Martin; Soja, Gerhard"
12041,4566,Austria,Univ Nat Resources & Life Sci,,"Schneider, Martin; Golestani-Fard, Alireza"
12042,4566,Austria,Univ Nat Resources & Life Sci,,"Retzmann, Anika"
12043,4566,Austria,Univ Leoben,,"Prohaska, Thomas"
12044,4566,Austria,Inst Bodenforsch,,"Schneider, Martin"
12045,4567,Iran,Isfahan Univ Technol,,"Kahyani, A.; Ghorbani, G. R.; Alikhani, M.; Ghasemi, E.; Sadeghi-Sefidmazgi, A."
12046,4567,Iran,Islamic Azad Univ,,"Nasrollahi, S. M."
12047,4568,Peoples R China,Qufu Normal Univ,,"Song, Yuguang; Lv, Jiao; Qiu, Nianwei; Bai, Yunting; Yang, Ning; Dong, Wei"
12048,4568,Peoples R China,Shandong Normal Univ,,"Qiu, Nianwei"
12049,4569,Peoples R China,Gansu Agr Univ,,"Zhao, Ying; Wei, Xiaohong; Ma, Wenjing"
12050,4569,Peoples R China,Gansu Agr Univ,,"Ji, Xiangzhuo"
12051,4570,Peoples R China,Northwest A&F Univ,,"Zhang, Xiangyu; Zhang, Haoqiang; Lou, Xiao; Tang, Ming"
12052,4570,Peoples R China,South China Agr Univ,,"Tang, Ming"
12053,4571,Peoples R China,Nanjing Agr Univ,,"Zhao, Gan; Yu, Xiuli; Lou, Wang; Wei, Siqi; Shen, Wenbiao"
12054,4571,Peoples R China,Jiangsu Prov & Chinese Acad Sci,,"Wang, Ren"
12055,4571,Peoples R China,Nanjing Agr Univ,,"Wan, Qun"
12056,4572,Peoples R China,Zhejiang Univ,,"Wei, Zi-Hai; Liang, Shu-Lin; Wang, Di-Ming; Liu, Hong-Yun; Liu, Jian-Xin"
12057,4572,Thailand,Khon Kaen Univ,,"Wanapat, Metha"
12058,4573,Peoples R China,Hainan Univ,,"Liu, Yonghua"
12059,4573,Peoples R China,Anhui Agr Univ,,"Li, Jiajia; Zhu, Yulei; Song, Youhong"
12060,4573,Peoples R China,Anhui Agr Univ,,"Zhu, Yulei; Song, Youhong"
12061,4573,Australia,Australian Natl Univ,,"Jones, Ashley"
12062,4573,Australia,Univ Newcastle,,"Rose, Ray J."
12063,4574,MD 20705 USA,USDA ARS,,"Vieira, Paulo; Shao, Jonathan; Nemchinov, Lev G."
12064,4574,VA USA,Virginia Tech,,"Vieira, Paulo; Eisenback, Jonathan D."
12065,4574,MD USA,USDA ARS,,"Mowery, Joseph"
12066,4575,New Zealand,Lincoln Univ,,"Moot, Derrick J.; Smith, Malcolm C.; Mills, Annamaria"
12067,4576,Peoples R China,Lanzhou Univ,,"Ding, Z. T.; Xu, D. M.; Zhang, P.; Guo, X. S."
12068,4576,Peoples R China,Lanzhou Univ,,"Ding, Z. T.; Xu, D. M.; Bai, J.; Li, F. H.; Zhang, P.; Guo, X. S."
12069,4576,Peoples R China,Lanzhou Univ,,"Bai, J.; Li, F. H."
12070,4576,FL 32611 USA,Univ Florida,,"Adesogan, A. T."
12071,4576,Peoples R China,Nanjing Agr Univ,,"Yuan, X. J."
12072,4577,Brazil,Univ Sao Paulo,,"Maia Campos, Patricia M. B. G.; Benevenuto, Carolina G.; Calixto, Livia S.; Melo, Maisa O.; Pereira, Karina C.; Gaspar, Lorena R."
12073,4578,Peoples R China,Lanzhou Univ,,"Gao, Li; Tian, Ye; Chen, Meng-Ci; Wei, Li; Gao, Tian-Ge; Yin, Hong-Ju; Zhang, Jin-Lin; Kumar, Tanweer; Liu, Lin-Bo; Wang, Suo-Min"
12074,4579,Poland,Univ Warmia & Mazury,,"Pupel, Piotr; Szablinska-Piernik, Joanna; Lahuta, Leslaw B."
12075,4580,Portugal,Univ Nova Lisboa ITQB NOVA,,"Araujo, Susana; Pinela, Eduardo"
12076,4580,Italy,Dept Biol & Biotechnol L Spallanzani,,"Pagano, Andrea; Macovei, Anca; Balestrazzi, Alma"
12077,4580,Italy,Dept Chem,,"Dondi, Daniele; Lazzaroni, Simone"
12078,4581,OK 73401 USA,Oklahoma State Univ,,"Zhang, Fei; Wang, Hui; Kalve, Shweta; Wolabu, Tezera W.; Tadege, Million"
12079,4581,OK 73401 USA,Noble Res Inst,,"Nakashima, Jin"
12080,4581,Australia,Univ Melbourne,,"Golz, John F."
12081,4582,Canada,Univ Saskatchewan,,"Lei, Yaogeng; Prates, Luciana L.; Christensen, David; Yu, Peiqiang"
12082,4582,Canada,Agr & Agri Food Canada,,"Hannoufa, Abdelali"
12083,4582,Canada,Agr & Agri Food Canada,,"Wang, Yuxi"
12084,4583,Peoples R China,Shandong Agr Univ,,"Xie, Yuhuai; Wang, Lixue; Yang, Zaibin; Zhang, Guiguo; Yang, Weiren"
12085,4583,Peoples R China,Qilu Univ Technol,,"Sun, Hua"
12086,4583,Canada,Agr & Agri Food Canada,,"Wang, Yuxi"
12087,4584,Peoples R China,Gansu Agr Univ,,"Nan, Lili; Nie, Zhongnan; Guo, Quanen"
12088,4584,Australia,Dept Jobs Precincts & Reg,,"Nan, Lili; Nie, Zhongnan; Zollinger, Reto"
12089,4585,Peoples R China,Univ Chinese Acad Sci,,"Yang, Hongtao"
12090,4585,Peoples R China,Chinese Acad Sci,,"Yang, Hongtao; An, Fenghua; Yang, Fan; Wang, Zhichun"
12091,4586,Spain,Univ Seville,,"Navarro-Torre, Salvadora; Rodriguez-Llorente, Ignacio D.; Doukkali, Bouchra; Caviedes, Miguel A.; Pajuelo, Eloisa"
12092,4587,Peoples R China,Shandong Univ,,"Wang, Hongfeng; Lu, Zhichao; Xu, Yiteng; Kong, Lingcui; Shi, Jianjun; Liu, Yafei; Zhou, Chuanen; Han, Lu"
12093,4587,Peoples R China,Guangzhou Univ,,"Wang, Hongfeng"
12094,4587,Peoples R China,Chinese Acad Sci,,"Fu, Chunxiang"
12095,4587,Peoples R China,Yangzhou Univ,,"Wang, Xiaoshan"
12096,4587,OK USA,Noble Res Inst LLC,,"Wang, Zeng-Yu"
12097,4587,Peoples R China,Qingdao Agr Univ,,"Wang, Zeng-Yu"
12098,4588,Germany,Julius Kuhn Inst,,"Gaafar, Yahya Z. A.; Richert-Poeggeler, Katja R.; Sieg-Mueller, Angelika; Lueddecke, Petra; Herz, Kerstin; Hartrick, Jonas; Seide, Yvonne; Ziebell, Heiko"
12099,4588,Germany,Spargelfeld 1,,"Vetten, Heinrich-Josef"
12100,4589,UT 84322 USA,Utah State Univ,,"Rim, Kaitlin; Ramirez, Ricardo A."
12101,4589,UT 84501 USA,Utah State Univ,,"Price, Steven J."
12102,4589,ID 83341 USA,Univ Idaho,,"Wenninger, Erik J."
12103,4589,CA 95695 USA,Univ Calif,,"Long, Rachael"
12104,4590,France,Univ Toulouse,,"Ruiz, Bryan; Le Scornet, Alexandre; Sauviac, Laurent; Remy, Antoine; Bruand, Claude; Meilhoc, Eliane"
12105,4591,MO 65211 USA,Univ Missouri,,"Lei, Zhentian; Sumner, Lloyd W."
12106,4591,MO 65211 USA,Univ Missouri,,"Lei, Zhentian; Sumner, Lloyd W."
12107,4591,OK USA,Noble Res Inst,,"Watson, Bonnie S.; Huhman, David; Yang, Dong Sik"
12108,4591,South Korea,Samsung Adv Inst Technol,,"Yang, Dong Sik"
12109,4592,Peoples R China,Chinese Acad Agr Sci,,"Zheng, Guangshun; Di, Shaokang; Wang, Xuemin; Pang, Yongzhen"
12110,4592,Peoples R China,Chinese Acad Sci,,"Zheng, Guangshun; Fan, Cunying"
12111,4592,Peoples R China,Chinese Acad Sci,,"Zheng, Guangshun; Fan, Cunying"
12112,4592,Peoples R China,Anhui Agr Univ,,"Gao, Liping"
12113,4592,Russia,Russian Vavilov Inst Plant Genet Resources,,"Dzyubenko, Nikolay; Chapurin, Vladimir"
12114,4593,Peoples R China,Harbin Normal Univ,,"Li, Wei; Liu, Ying; Zhao, Jinyue; Zhen, Xin; Guo, Changhong; Shu, Yongjun"
12115,4594,Iran,Shiraz Univ,,"Kanani, M.; Kargar, S.; Zamiri, M. J.; Ghoreishi, S. M."
12116,4595,AR 72701 USA,Univ Arkansas,,"Niyigena, V; Coffey, K. P.; Philipp, D.; Rhein, R. T."
12117,4595,WI 54449 USA,ARS,,"Coblentz, W. K."
12118,4595,AR 72764 USA,Simmons Foods Inc,,"Young, A. N."
12119,4595,PA 17013 USA,Delacon USA Inc,,"Caldwell, J. D."
12120,4595,MO 65101 USA,Lincoln Univ,,"Shanks, B. C."
12121,4596,South Korea,Konkuk Univ,,"Ghimire, Bimal Kumar; Chung, Ill-Min"
12122,4596,South Korea,Korea Natl Arboretum,,"Ghimire, Balkrishna"
12123,4596,South Korea,Kangwon Natl Univ,,"Yu, Chang Yeon"
12124,4597,Italy,Univ Udine,,"Sarnataro, Chiara; Spanghero, Mauro"
12125,4597,Austria,Univ Vet Med Vienna,,"Petri, Renee M.; Zebeli, Qendrim; Klevenhusen, Fenja"
12126,4598,Morocco,Cadi Ayyad Univ,,"Raklami, Anas; Oufdou, Khalid; Tahiri, Abdel-Ilah"
12127,4598,Morocco,Cadi Ayyad Univ,,"Raklami, Anas; Tahiri, Abdel-Ilah; Meddich, Abdelilah"
12128,4598,Spain,Univ Seville,,"Raklami, Anas; Navarro-Torre, Salvadora; Rodriguez-Llorente, Ignacio D.; Pajuelo, Eloisa"
12129,4598,Spain,Univ Seville,,"Mateos-Naranjo, Enrique; Redondo-Gomez, Susana"
12130,4599,IA 52314 USA,Cornell Coll,,"Jordan, Scott"
12131,4599,UT 84322 USA,Utah State Univ,,"Ramirez, Ricardo"
12132,4599,UT 84322 USA,Utah State Univ,,"Gordillo, Luis F."
12133,4600,Germany,Univ Leipzig,,"Rueckert, C.; Vervuert, I."
12134,4600,Germany,Univ Leipzig,,"Emmerich, I.; Hertzsch, R."
12135,4601,Tunisia,Ctr Biotechnol Borj Cedria,,"Kallala, Nadia; M'sehli, Wissal; Jelali, Karima; Batnini, Marwa; Nouairi, Issam; Mhadhbi, Haythem"
12136,4601,Tunisia,Univ Tunis El Manar,,"Batnini, Marwa"
12137,4601,Tunisia,Ctr Biotechnol Borj Cedria,,"Badri, Mounawer"
12138,4602,New Zealand,AgResearch Ltd,,"Jonker, Arjan; Janssen, Peter H.; MacLean, Sarah; Sandoval, Edgar; Lewis, Sarah; Kjestrup, Holly; Molano, German; Pinares-Patino, Cesar S."
12139,4602,New Zealand,AgResearch Ltd,,"Hickey, Sharon M.; Agnew, Michael"
12140,4602,New Zealand,AgResearch Ltd,,"McEwan, John C.; Rowe, Suzanne J.; Young, Emilly A.; Dodds, Ken G.; Knowler, Kevin"
12141,4602,Peru,MINAGRI,,"Pinares-Patino, Cesar S."
12142,4603,Iran,Shiraz Univ,,"Kargar, Shahryar; Kanani, Meysam"
12143,4603,Italy,Univ Foggia,,"Albenzio, Marzia; Caroprese, Mariangela"
12144,4604,WI USA,USDA ARS,,"Brunet, J."
12145,4604,WI 53706 USA,Univ Wisconsin,,"Brunet, J.; Ziobro, R.; Osvatic, J."
12146,4604,WI 53706 USA,Univ Wisconsin,,"Clayton, M. K."
12147,4604,WI USA,Epic,,"Ziobro, R."
12148,4604,Austria,Univ Vienna,,"Osvatic, J."
12149,4605,Peoples R China,Chinese Acad Agr Sci,,"Yi, Dengxia; Tong, Zongyong; Zhang, Tiejun; Wang, Zan"
12150,4605,Peoples R China,Weifang Acad Agr Sci,,"Sun, Jifeng"
12151,4605,Peoples R China,Beijing Zhongnong Futong Hort Corp Ltd,,"Su, Yanbin"
12152,4606,WA 99301 USA,Columbia Basin Coll,,"Kesoju, Sandya R."
12153,4606,CO 80521 USA,USDA ARS,,"Greene, Stephanie L."
12154,4606,OR 97331 USA,USDA ARS,,"Martin, Ruth C."
12155,4606,MD 20705 USA,USDA ARS,,"Kramer, Matthew"
12156,4606,WA 99350 USA,Washington State Univ,,"Walsh, Douglas B."
12157,4606,WA 99350 USA,USDA ARS,,"Boydston, Rick A."
12158,4607,OH 43210 USA,Ohio State Univ,,"Arnold, Angela M.; Sulc, R. Mark"
12159,4607,MI 48824 USA,Michigan State Univ,,"Cassida, Kimberly A."
12160,4607,WI 53706 USA,Univ Wisconsin,,"Albrecht, Kenneth A.; Undersander, Daniel J."
12161,4607,PA 16802 USA,Penn State Univ,,"Hall, Marvin H."
12162,4607,KS 66506 USA,Kansas State Univ,,"Min, Doohong; Xu, Xuan"
12163,4607,CA 96097 USA,Univ Calif,,"Orloff, Steve"
12164,4607,FL 32611 USA,Univ Florida,,"van Santen, Edzard"
12165,4607,FL 32611 USA,Univ Florida,,"van Santen, Edzard"
12166,4608,Iran,Agr Sci & Nat Resources Univ Khuzestan,,"Motaharpoor, Zahra; Taheri, Hengameh"
12167,4608,Iran,Agr Sci & Nat Resources Univ Khuzestan,,"Nadian, Habibollah"
12168,4609,Germany,Leibniz Inst Plant Biochem,,"Yadav, Heena; Dreher, Dorothee; Athmer, Benedikt; Tissier, Alain; Hause, Bettina"
12169,4609,Germany,Leibniz Inst Plant Biochem,,"Porzel, Andrea"
12170,4609,England,Univ Cambridge,,"Gavrin, Aleksandr"
12171,4609,Germany,Univ Potsdam,,"Baldermann, Susanne"
12172,4609,Germany,Stiftung Lebensraum Mensch Boden Wasser Luft,,"Dreher, Dorothee"
12173,4610,Argentina,Consejo Nacl Invest Cient & Tecn,,"Lorenzo, Christian D.; Alonso Iserte, Javier; Sanchez Lamas, Maximiliano; Sofia Antonietti, Mariana; Garcia Gagliardi, Pedro; Hernando, Carlos E.; Casal, Jorge J.; Yanovsky, Marcelo J.; Cerdan, Pablo D."
12174,4610,Argentina,Consejo Nacl Invest Cient & Tecn,,"Dezar, Carlos Alberto A.; Vazquez, Martin"
12175,4610,Argentina,Univ Buenos Aires,,"Casal, Jorge J."
12176,4611,Peoples R China,Lanzhou Univ,,"Xu, Shan; Li, Yan Zhong"
12177,4611,New Zealand,Grasslands Res Ctr,,"Christensen, Michael J."
12178,4611,NM 88003 USA,New Mexico State Univ,,"Creamer, Rebecca"
12179,4612,Russia,ARRIAM,,"Tsyganova, Anna V.; Seliverstova, Elena V.; Tsyganov, Viktor E."
12180,4612,Russia,Russian Acad Sci,,"Seliverstova, Elena V."
12181,4612,England,John Innes Ctr,,"Brewin, Nicholas J."
12182,4613,New Zealand,AgResearch Ltd,,"McCoard, S.; Heiser, A.; Lowe, K.; Molenaar, A.; Johnstone, P.; Khan, M. A."
12183,4613,New Zealand,AgResearch Ltd,,"MacLean, P.; Leath, S."
12184,4613,New Zealand,AgResearch Ltd,,"Johnstone, P."
12185,4613,New Zealand,Fiber Fresh Feeds Ltd,,"Hoskin, S. O."
12186,4614,Peoples R China,Jilin Agr Univ,,"Shang, Hongmei; Wu, Hongyan; Dong, Xiaoqing; Shi, Xinyue; Wang, Xuesong; Tian, Yu"
12187,4614,Peoples R China,Jilin Agr Univ,,"Shang, Hongmei; Dong, Xiaoqing"
12188,4615,Morocco,CRMEF Marrakech,,"Amahmid, O."
12189,4615,Morocco,CHU Mohammad VI,,"Asmama, S."
12190,4615,Morocco,Univ Cadi Ayyad,,"Amahmid, O.; Bouhoum, K."
12191,4616,Italy,Univ Turin,,"Carotenuto, Gennaro; Volpe, Veronica; Russo, Giulia; Politi, Mara; Sciascia, Ivan; Genre, Andrea"
12192,4616,France,Univ Cote Azur,,"de Almeida-Engler, Janice"
12193,4617,Spain,Univ Granada,,"Hidalgo-Castellanos, Javier; Marin-Pena, Agustin; Jimenez-Jimenez, Sara; Herrera-Cervera, Jose A.; Lopez-Gomez, Miguel"
12194,4618,Portugal,Univ Porto,,"Silva, Liliana S.; Alves, Mariana Q.; Carvalho, Helena G."
12195,4618,Portugal,Univ Porto,,"Silva, Liliana S.; Alves, Mariana Q.; Carvalho, Helena G."
12196,4618,Portugal,Univ Porto,,"Silva, Liliana S.; Carvalho, Helena G."
12197,4618,Portugal,Univ Porto,,"Silva, Liliana S.; Seabra, Ana R.; Carvalho, Helena G."
12198,4619,Peoples R China,South China Agr Univ,,"Wang, Cheng; He, Liwen; Xing, Yaqi; Zhou, Wei; Chen, Xiaoyang; Zhang, Qing"
12199,4619,Peoples R China,China Agr Univ,,"Yang, Fuyu"
12200,4620,TX 76401 USA,Texas A&M Univ,,"Jang, Hyun Min; Kan, Eunsung"
12201,4620,TX 76401 USA,Tarleton State Univ,,"Kan, Eunsung"
12202,4621,Poland,Agr Univ Krakow,,"Fiutak, Grzegorz; Michalczyk, Magdalena; Surowka, Krzysztof"
12203,4621,Poland,Agr Univ Krakow,,"Filipczak-Fiutak, Magda"
12204,4621,Poland,Jagiellonian Univ,,"Fiedor, Leszek"
12205,4622,Chile,Univ Atacama,,"Cairo-Cairo, Pedro; Diaz-Martin, Bladimir"
12206,4623,Algeria,INRAA,,"Chabouni, A.; Benabdelkader, E."
12207,4623,Algeria,INRAA,,"Issolah, R."
12208,4623,Algeria,Univ Badji Mokhtar,,"Tahar, A."
12209,4624,Luxembourg,Luxembourg Inst Sci & Technol,,"Gutsch, Annelie; Sergeant, Kjell; Guerriero, Gea; Renaut, Jenny; Hausman, Jean-Francois"
12210,4624,Belgium,Hasselt Univ,,"Gutsch, Annelie; Keunen, Els; Cuypers, Ann"
12211,4624,Belgium,Univ Antwerp,,"Prinsen, Els"
12212,4625,Peoples R China,Chinese Acad Sci,,"Yuan, Zi-Qiang"
12213,4625,Peoples R China,Lanzhou Univ,,"Fang, Chao; Zhang, Rong; Li, Feng-Min"
12214,4625,Belgium,Univ Antwerp,,"Fang, Chao; Janssens, Ivan A."
12215,4625,Pakistan,Univ Sargodha,,"Javaid, Muhammad Mansoor"
12216,4626,Peoples R China,Chinese Acad Sci,,"Yao, Qin; Liu, Junjie; Wang, Guanghua"
12217,4626,Peoples R China,Heilongjiang Acad Agr Sci,,"Xu, Yanxia; Liu, Xuefeng; Huan, Xinyu; Yang, Weiguang; Yang, Zhao; Lan, Lan; Zhou, Jingming"
12218,4627,Tunisia,Sfax Univ,,"Jdidi, Hajer; Kouba, Fatma Ghorbel; Aoiadni, Nissaf; El Feki, Abdelfattah"
12219,4627,Tunisia,Sfax Univ,,"Abdennabi, Raed"
12220,4627,Greece,Lab Pharmacognosy & Nat Prod Chem,,"Abdennabi, Raed"
12221,4627,Tunisia,CHU H Bourguiba,,"Turki, Mouna; Makni-Ayadi, Fatma"
12222,4628,Wales,Cardiff Univ,,"Elmaghrabi, Adel M.; Francis, Dennis; Rogers, Hilary J."
12223,4628,France,Univ Bourgogne Franche Comte,,"Elmaghrabi, Adel M.; Ochatt, Sergio J."
12224,4629,OR 97403 USA,Univ Oregon,,"Ishaq, Suzanne L.; Olivo, Sarah"
12225,4629,MT 59717 USA,Montana State Univ,,"Lachman, Medora M.; Baeza, Amy; Butler, Molly; Gates, Emily; Geddes, Julie Buono; Hatfield, Patrick; Yeoman, Carl J."
12226,4629,OH 43210 USA,Ohio State Univ,,"Wenner, Benjamin A."
12227,4630,England,Univ Warwick,,"Lagunas, Beatriz; Achom, Mingkee; Bonyadi-Pour, Roxanna; Pardal, Alonso J.; Richmond, Bethany L.; Sergaki, Chrysi; Schafer, Patrick; Gifford, Miriam L."
12228,4630,England,Univ Warwick,,"Ott, Sascha"
12229,4630,England,Univ Nottingham,,"Vazquez, Saul"
12230,4630,England,Univ Reading,,"Hammond, John"
12231,4630,Australia,Southern Cross Univ,,"Hammond, John"
12232,4631,Peoples R China,Shandong Univ,,"Cui, Can; Hong, Limei; Xu, Yiteng; Zhao, Yang; Zhou, Chuanen"
12233,4631,Peoples R China,Guangzhou Univ,,"Wang, Hongfeng"
12234,4632,CA 95616 USA,Univ Calif Davis,,"Preto, Cindy R.; Bick, Emily N.; Zalom, Frank G."
12235,4632,FL 33314 USA,Univ Florida,,"Bahder, Brian W."
12236,4632,CA 95616 USA,Univ Calif Davis,,"Sudarshana, Mysore R."
12237,4633,Iran,Islamic Azad Univ,,"Aminsharei, Farham; Arjomandi, Reza; Nouri, Jafar"
12238,4633,Iran,Sharif Univ Technol,,"Borghei, Seyed Mehdi"
12239,4633,Iran,Iranian Acad Ctr Educ Culture & Res ACECR,,"Pendashteh, Alireza"
12240,4634,New Zealand,DairyNZ,,"Minnee, E. M. K.; Waghorn, G. C."
12241,4634,New Zealand,Lincoln Univ,,"Gregorini, P.; Bryant, R. H."
12242,4634,New Zealand,Canterbury Agr & Sci Ctr,,"Chapman, D. F."
12243,4635,Italy,Univ Perugia,,"Mattioli, Simona; Dal Bosco, Alessandro; Mancinelli, Alice Cartoni; Cotozzolo, Elisa; Castellini, Cesare"
12244,4635,France,Univ Toulouse,,"Combes, Sylvie"
12245,4635,Italy,Inst Zooprofilatt Umbria & Marche,,"Moscati, Livia; Crotti, Silvia"
12246,4636,Peoples R China,Chinese Acad Agr Sci,,"Zhao, Hailong; Ullah, Hidayat; Hao, Kun; Tu, Xiongbing; Zhang, Zehua"
12247,4636,Peoples R China,Shenyang Agr Univ,,"Zhao, Hailong"
12248,4636,Pakistan,Univ Swabi,,"Ullah, Hidayat"
12249,4636,New Zealand,AgResearch,,"McNeill, Mark Richard"
12250,4636,Peoples R China,Natl Anim Husb Serv,,"Du, Guilin"
12251,4637,Peoples R China,Northeast Normal Univ,,"Sun, Baoru; Gao, Yingzhi; Li, Zhijian"
12252,4637,Peoples R China,IBCAS,,"Sun, Baoru"
12253,4637,Peoples R China,Yili Normal Univ,,"Gao, Yingzhi; Yang, Haijun; Zhang, Wei"
12254,4638,FL 33598 USA,Univ Florida,,"Sharpe, Shaun M.; Yu, Jialin; Boyd, Nathan S."
12255,4639,Turkey,Ege Univ,,"Kir, B."
12256,4640,OK 73401 USA,Noble Res Inst,,"Sun, Liang; Gill, Upinder S.; Nandety, Raja Sekhar; Kwon, Soonil; Mehta, Perdeep; Udvardi, Michael K.; Mysore, Kirankumar S.; Wen, Jiangqi"
12257,4640,TX 76203 USA,Univ North Texas,,"Dickstein, Rebecca"
12258,4640,FL 33598 USA,Univ Florida,,"Gill, Upinder S."
12259,4641,UT 84322 USA,Utah State Univ,,"Lagrange, S.; Villalba, J. J."
12260,4641,Spain,Univ Zaragoza,,"Lobon, S."
12261,4641,Argentina,Estn Expt Agr INTA Bordenave,,"Lagrange, S."
12262,4642,Tunisia,Campus Univ El Manar II,,"El Msehli, Sarra; Smiti-Aschi, Samira"
12263,4642,France,Univ Cote Azur,,"Lambert, Annie; Hopkins, Julie; Boncompagni, Eric; Herouart, Didier; Frendo, Pierre"
12264,4643,CA 94305 USA,Stanford Univ,,"Wippel, Kathrin; Long, Sharon R."
12265,4643,Germany,Max Planck Inst Plant Breeding Res,,"Wippel, Kathrin"
12266,4644,Peoples R China,Ningxia Univ,,"Wang, Jing"
12267,4644,Peoples R China,NingXia Vocat Tech Coll Ind & Commerce,,"Wang, Jing"
12268,4644,Peoples R China,Ningxia Univ,,"Xu, Xing"
12269,4644,Peoples R China,Ningxia Univ,,"Ma, Dongmei"
12270,4645,Peoples R China,Northeast Agr Univ,,"Song, Shuang; Zhang, Junhua; Pan, Chunqing"
12271,4645,Peoples R China,Inner Mongolia Agr Univ,,"Li, Zhengnan"
12272,4645,Peoples R China,Northwest A&F Univ,,"Liu, Huan"
12273,4646,Peoples R China,Chinese Acad Agr Sci,,"Chen, Jun; Ullah, Hidayat; Tu, Xiongbing; Zhang, Zehua"
12274,4646,Pakistan,Univ Swabi,,"Ullah, Hidayat"
12275,4647,Greece,Univ Thessaly,,"Skiada, Vasiliki; Papadopoulou, Kalliope K."
12276,4647,Italy,Univ Torino,,"Faccio, Antonella; Genre, Andrea; Bonfante, Paola"
12277,4647,Greece,Inst Olive Tree Subtrop Plants & Viticulture,,"Kavroulakis, Nektarios"
12278,4648,OK 73401 USA,Noble Res Inst,,"Tzin, Vered; Snyder, John H.; Yang, Dong Sik; Huhman, David V.; Watson, Bonnie S.; Allen, Stacy N.; Tang, Yuhong; Sumner, Lloyd W."
12279,4648,Israel,Ben Gurion Univ Negev,,"Tzin, Vered"
12280,4648,NY 14850 USA,Cornell Univ,,"Snyder, John H."
12281,4648,Peoples R China,Natl Inst Biol Sci,,"Snyder, John H."
12282,4648,South Korea,Samsung Adv Inst Technol,,"Yang, Dong Sik"
12283,4648,Belgium,Univ Ghent,,"Miettinen, Karel; Arendt, Philipp; Pollier, Jacob; Goossens, Alain"
12284,4648,Belgium,VIB Ctr Plant Syst Biol,,"Miettinen, Karel; Arendt, Philipp; Pollier, Jacob; Goossens, Alain"
12285,4648,MO 65211 USA,Univ Missouri,,"Sumner, Lloyd W."
