,paper_id,financial_name,financial_code,type
7711,4305,Argentina. LGW,,
7712,4306,"""Fonds Speciaux de Recherche"" (FSR) of the Universite catholique de Louvain",,
7713,4306,European Community's Sixth Framework ProgrammeEuropean Union (EU),MEST CT-2005-021016,
7714,4306,Belgian Science Policy-Program,SD/BD/05A,
7715,4306,Direction Generale des Relations exterieures of the Region Wallonne for bilateral collaboration between Belgium and Cuba,,
7716,4306,"Belgian Federal Office for Scientific, Technical and Cultural affairs (OSTC)",C3/10/003,
7717,4307,"University of Nevada, Reno",,
7718,4308,European Commission FP6 Framework ProgrammeEuropean Union (EU),FOOD-CT-2004-506223,
7719,4309,Italian Ministero delle Politiche Agricole Alimentari e Forestali,,
7720,4310,"Direccion General de Investigacion del Ministerio de Educacion y Ciencia, SpainSpanish Government",BFU2004-00771,
7721,4310,"Castilla y Leon, Spain",SA076A07,
7722,4312,National Basic Research Program of ChinaNational Basic Research Program of China,2007CB407204,
7723,4312,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,40471082,
7724,4313,"Italian Ministry of University and Scientific ResearchMinistry of Education, Universities and Research (MIUR)",,
7725,4318,"""SHIYIWU"" National Science and Technology Program",2006BA0404,
7726,4319,University of California DiscoveryUniversity of California System,,
7727,4319,Forage Genetics International,,
7728,4321,Victorian Department of Primary industries,,
7729,4322,Missouri Agricultural Experiment Station,,
7730,4322,Center for Agroforestry at the University of Missouri,,
7731,4322,USDA-ARSUnited States Department of Agriculture (USDA),58-6227-0-049,
7732,4323,Region Pays de LoireRegion Pays de la Loire,,
7733,4323,INRA,,
7734,4327,"National Research Initiative of the USDA Cooperative State Research, Education and Extension ServiceUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture",2003-35302-13502,
7735,4328,California Department of Food and Agriculture,,
7736,4328,USDA-CSREES Pierce's Disease Control ProgramUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,,
7737,4328,USDA-CSREESUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,2008-0234,
7738,4328,CAPESCAPES,BEX0129/07-0,
7739,4329,"Italian Ministry of University and ResearchMinistry of Education, Universities and Research (MIUR)",PRIN 2004,
7740,4330,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"20677072, 20621703, 40730740",
7741,4330,Chinese High Technology Reserach and Develeopment Programme,2006AA06Z349,
7742,4336,Arkansas Biosciences Institute,,
7743,4338,Educational Committee of Beijing,,
7744,4338,"Construction Project of Key Lab and Subject of Beijing, China","XK100190552, JD100190537",
7745,4339,"Science and Technology Bureau of Shijiazhuang City, China",07150082A,
7746,4339,China Commonweal Industry Scientific Research,Nyhyzx07-040,
7747,4341,Hungarian Scientific Research Fund (OTKA)Orszagos Tudomanyos Kutatasi Alapprogramok (OTKA),"T49149, K68064, IN64230",
7748,4345,Carl Tryggers Foundation for Scientific Research,,
7749,4345,"Swedish Research Council for Environment, Agricultural Sciences and Spatial Planning (Formas)Swedish Research Council Formas",,
7750,4345,Mistra,,
7751,4345,"Biotechnology and Biological Sciences Research Council (BBSRC), U.KBiotechnology and Biological Sciences Research Council (BBSRC)",,
7752,4346,Chinese Academy of SciencesChinese Academy of Sciences,,
7753,4352,"Organic Farming Research Foundation,",,
7754,4352,California Strawberry Commission,,
7755,4352,USDA Integrated Organic ProgramUnited States Department of Agriculture (USDA),,
7756,4352,USDA APHIS PPQ Western RegionUnited States Department of Agriculture (USDA),,
7757,4353,Research and Standards Office for Dam and Power Plant of KWPA,,
7758,4354,Universidad de La Frontera DIDUFRO,"9713, 120303",
7759,4355,NSFNational Science Foundation (NSF),"DBI-0606966, DBI-0703285",
7760,4355,USDA CSREES-NRIUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,2006-35300-17143,
7761,4356,Italian Ministry of Agriculture and Forestry Policy,,
7762,4357,French-Tunisian cooperation,"CMCU 00F0909, PICS 712",
7763,4357,European UnionEuropean Union (EU),,
7764,4357,FP6 European Integrated ProjectEuropean Union (EU),,
7765,4361,Ministry of Agricultural and Forestry Policies (MiPAF),,
7766,4361,"Ministry of University and Research (MiUR)Ministry of Education, Universities and Research (MIUR)",,
7767,4361,"Ente Cassa di Risparmio di Firenze, ItalyFondazione Cassa Risparmio Firenze",,
7768,4362,"""Action concertee AAC-FQRNT-MAPAQ-NOVALAIT Inc.",2007-2011,
7769,4362,"MOE ( Ministry of Education of China)-AAFC ( Agriculture and Agri-Food Canada) PhD research programAgriculture & Agri Food CanadaMinistry of Education, China",,
7770,4363,Dairy Farmers of Canada (DFC),,
7771,4363,Agri-Food Research Development Initiative (ARDI),,
7772,4363,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
7773,4364,Australian Research CouncilAustralian Research Council,CEO348212,
7774,4364,University of Newcastle Node of the Centre of Excellence for Integrative Legume Research.,,
7775,4366,Research and Standards Office for Irrigation and Drainage Networks of Khuzestan Water and Power Authority (KWPA),,
7776,4368,Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG),,
7777,4369,German research foundationGerman Research Foundation (DFG),DFG SPP 1084,
7778,4369,"German Federal Ministry of Food, Agriculture and Consumer Protection (BMVEL)",,
7779,4369,"Chinese Ministry of Agriculture and Ministry of Science and TechnologyMinistry of Agriculture, China",,
7780,4369,International Graduate School in Bioinformatics and Genome Research,,
7781,4374,"Hatch Act, USDAUnited States Department of Agriculture (USDA)",,
7782,4374,Monsanto,,
7783,4376,State and Federal funds,,
7784,4377,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
7785,4378,Australian Centre for International Agricultural Research,LWR2/1999/094,
7786,4378,National Key Basic Research Special Funding Project of ChinaNational Basic Research Program of China,"2007CB106800-4, G2000018602",
7787,4378,Lanzhou UniversityLanzhou University,2007CB106800-4,
7788,4379,"Bundesministerium fur Bildung und Forschung, GermanyFederal Ministry of Education & Research (BMBF)","031U213D, 0313805A",
7789,4379,National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA,GM30962,
7790,4379,U.S. National Science FoundationNational Science Foundation (NSF),MCB-0131376,
7791,4380,"""61eme session de la commission permanente de cooperation franco-quebecoise (CPCFQ) projet de cooperation de recherche scientifique et technologique""",,
7792,4381,Lincoln University,,
7793,4381,Foundation for Science and Technology,,
7794,4382,National Institute of livestock and Grassland science,,
7795,4382,"MAFF, Japan",,
7796,4383,Australian Postgraduate Award mid Dairy AustraliaDairy Australia,,
7797,4384,International Atomic Energy Agency (IAEA)International Atomic Energy Agency,,
7798,4387,Lethbridge Research Centre,38708029,
7799,4388,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
7800,4388,La Federation des Producteurs de Lait du Quebec,,
7801,4389,Engineered Stored Products Co.,,
7802,4390,"Ministry of Agriculture, Forestry and Fisheries (MAFF) of JapanMinistry of Agriculture Forestry & Fisheries - Japan",FV-7201,
7803,4391,National Science Council of the Republic of ChinaNational Science Council of Taiwan,NSC 94-2321-B-002-010,
7804,4394,Natural Sciences and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,,
7805,4394,L'Institute National de la Recherche Agronomique,,
7806,4397,Natural Science and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,,
7807,4397,"Departments of Renewable Resources and Agriculture, Food, and Nutritional Science at the University of AlbertaUniversity of Alberta",,
7808,4399,"University of Wisconsin College of Agriculture and Life Sciences, John Deere Ottumwa Works, Presto Products, BP Plastics, Harvest Tec",,
7809,4399,U.S. Dairy Forage Research Center (USDA-ARS)United States Department of Agriculture (USDA)USDA Agricultural Research Service,,
7810,4401,"National ""Tenth Five-year Plan"" Key Project","2001 BA606A-05, 2004 BA606A-05-03, 2005BA807B09LA06",
7811,4401,"National & CAS ""Eleventh Five-year Plan"" Key Project",KZCX2-XB2-02-01-03,
7812,4404,Regione PiemonteRegione Piemonte,,
7813,4405,Illinois Council on Food and Agricultural Research,,
7814,4406,"China National ""948"" Program","2005-4-34, 2007-4-02",
7815,4406,National High Technology Program,2006AA10Z182,
7816,4406,Special Research Fund for Doctor's Degree Dissertation in Chinese Universities,20060022012,
7817,4406,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,30371148,
7818,4407,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
7819,4407,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
7820,4407,Bayer CropScienceBayer AG,,
7821,4408,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,,
7822,4408,Chinese Academy of SciencesChinese Academy of Sciences,,
7823,4409,"Institut National de la Recherche Agronomique (INRA), France",,
7824,4409,FP6 EU Grain Legume Integrated Project (GLIP)European Union (EU),FOOD-CT-2004-506223,
7825,4411,Biotechnology and Biological Science Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BB/D521749/1,
7826,4411,John Innes Foundation,,
7827,4411,Marie Curie training fellowshipEuropean Union (EU),,
7828,4411,"Ministerio de Educacion y Ciencia, SpainSpanish Government",,
7829,4411,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),"BB/D521749/1, BBS/E/J/0000A188, BBS/E/J/00000150",
7830,4412,F.P.U.Spanish Government,,
7831,4412,Spanish Department of Education and Science,,
7832,4412,"Action de Soutien a la Technologie et la Recherche en Essonne, France",FR-W2251,
7833,4412,,FOOD-CT-2004-506223,
7834,4414,Comunidad de MadridComunidad de MadridInstituto de Salud Carlos III,,
7835,4414,Consejo Superior de Investigaciones CientificasConsejo Superior de Investigaciones Cientificas (CSIC),,
7836,4414,European Social FundEuropean Social Fund (ESF),,
7837,4414,Spanish Ministry of Education and ScienceSpanish Government,,
7838,4415,National Basic Research Program of ChinaNational Basic Research Program of China,2007CB108901,
7839,4415,National High Tech Project of China,2006AA10Z126,
7840,4415,National Science Foundation of ChinaNational Natural Science Foundation of China,"30770347, 30671488",
7841,4415,"program for New Century Excellent Talents, ChinaProgram for New Century Excellent Talents in University (NCET)",NCET-05-0882,
7842,4417,Spanish Ministerio de Ciencia y TecnologiaSpanish Government,"BMC2001-0253, BIO2007-62988",
7843,4418,EU INCO-DEVEuropean Union (EU),ARAMAP: ICA4-2001-10072,
7844,4418,EU FP6European Union (EU),GLIP: FOOD-CT-2004-506223,
7845,4418,Danish Ministry of Foreign Affairs RUF,91210,
7846,4418,Generation Challenge Program,G3005.05,
7847,4418,Danish National Research FoundationDanmarks Grundforskningsfond,,
7848,4419,TRIAD Foundation,,
7849,4419,The U. S. National Science FoundationNational Science Foundation (NSF),DBI-034397,
7850,4419,USDA CSREES-NRIUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture,2006-35300-17143,
7851,4420,Western Alfalfa Milling Company,,
7852,4420,Norquay,,
7853,4420,Saskatchewan,,
7854,4421,European Community's Marie Curie ResearchEuropean Union (EU),MRTN-CT-2006-035546,
7855,4421,"Nencki Institute of Experimental Biology, Warsaw, Poland",,
7856,4423,University of TehranUniversity of Tehran,,
7857,4423,Agricultural Faculty of Abouraihan,,
7858,4425,"National Institute of Livestock and Grassland Science, MAFF, Japan",,
7859,4426,Fundacao para a Ciencia e TecnologiaPortuguese Foundation for Science and Technology,,
7860,4426,FEDEREuropean Union (EU),POCTI/BIO/56659/2004,
7861,4428,"Science and Technology Ministry of ChinaMinistry of Science and Technology, China",2006BAD16B01,
7862,4430,Project FP6 PERMEDEuropean Union (EU),PL 509140,
7863,4431,"National Scientific Fund, Bulgaria",DO02-244/2008,
7864,4432,Marie Curie Host FellowshipEuropean Union (EU),QLK3-CT-2001-60067,
7865,4436,Spanish Ministry of Education and ScienceSpanish Government,AGL2005-02839/AGR,
7866,4436,"Spanish Ministry of Education and Science, SpainSpanish Government",,
7867,4438,Agri-Food Research and Development Initiative (ARDI) of the governments of Manitoba and Canada,,
7868,4438,University of Manitoba Graduate Fellowship,,
7869,4438,Manitoba Graduate Scholarship,,
7870,4440,Murdoch University,,
7871,4440,Australian Research CouncilAustralian Research Council,DP 0771097,
7872,4442,Meat and Wool New Zealand Ltd,,
7873,4442,"New Zealand Foundation for Research, Science and TechnologyNew Zealand Foundation for Research, Science and Technology",,
7874,4443,Grains Research and Development CorporationGrains R&D Corp,CSP219,
7875,4444,Dairy AustraliaDairy Australia,,
7876,4444,DIDCO,,
7877,4444,NSW Department of Primary Industries,,
7878,4444,University of SydneyUniversity of Sydney,,
7879,4444,Wrightson seeds,,
7880,4444,PGG seeds,,
7881,4445,Industry Investment NSW,,
7882,4445,Grains Research and Development Corporation project UWAGrains R&D Corp,397,
7883,4448,Spanish Science and Education MinistrySpanish Government,"BFU-2004-05096/BFI, AGL2004-00194/AGR",
7884,4448,Spanish Science and Innovation MinistrySpanish Government,BFU2008-01405,
7885,4448,Fundacion Caja Navarra,,
7886,4448,Fundacion Universitaria de Navarra,,
7887,4448,European Project PERMED,INCO-CT-2004-509140,
7888,4450,Cooperativa Pirenaica de La Seu d'Urgell,,
7889,4451,Spanish Ministry of Science and TechnologySpanish Government,AGL2004-00886,
7890,4452,Portuguese-Spanish bilateral action 2005-2006,,
7891,4452,Accao Integrada Luso-Espanhola,E-63/05,
7892,4452,"Accion Integrada (Spanish Ministry of Education and Science, Spain)Spanish Government",HP2004-0107,
7893,4452,,POCI/BIA-BCM/55762/2004,
7894,4452,,POCI 2010,
7895,4455,Environmental Protection AgencyUnited States Environmental Protection Agency,,
7896,4455,"Department of Energy, Office of Biological and Environmental ResearchUnited States Department of Energy (DOE)",,
7897,4455,"National Institutes of Health, National Center for Research ResourcesUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Center for Research Resources (NCRR)",,
7898,4455,Endowed Research Professorship in Chemistry,,
7899,4455,University of Texas,,
7900,4455,NSF-EPAUnited States Environmental Protection AgencyNational Science Foundation (NSF),EF-0830117,
7901,4455,Consejo Nacional de Ciencia y Tecnologia of Mexico (CONACyT)Consejo Nacional de Ciencia y Tecnologia (CONACyT),178763,
7902,4456,University of Mashhad,,
7903,4456,Excellence Center for Animal Science,,
7904,4463,National Key Basic Research Development ProgramNational Basic Research Program of China,2007CB106800,
7905,4465,USDA Natural Resources Conservation Service ( NRCS) Alternative Manure Management program,,
7906,4467,Khuzestan Water and Power Authority (KWPA),,
7907,4468,Ataturk University Scientific Research Projects FoundationAtaturk University,BAP 2005/33,
7908,4469,Fundacion Andes,C-13755-28,
7909,4469,DIUFRO,160602,
7910,4470,Chinese Key Technologies Research Development Program,2006BAC09B03,
7911,4470,Chinese High Technology Research and Development (863) ProgramNational High Technology Research and Development Program of China,2006AA06Z372,
7912,4470,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"40201051, 20377051",
7913,4471,Seed Base Construction Project of Alfalfa with Cold,,
7914,4471,Drought Resistance of Agricultural Ministry of People's Republic of China.,,
7915,4472,National Project of Transgenic Plants,JY03-A-02,
7916,4472,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,30770193,
7917,4474,Andalusian Research Program,AGR-139,
7918,4474,Spanish Ministry of Education and Culture,BOS2002-04182-C02-02,
7919,4475,Oklahoma Agricultural Experiment Station,2528,
7920,4475,USDAUnited States Department of Agriculture (USDA),NRI-2007-02635,
7921,4477,University of Missouri Center for Agroforestry,"AG-02100251, C R 826704-01-0",
7922,4477,"Missouri Agricultural Experiment Station, Missouri, USA",,
7923,4478,Ministry of Science and Technological Development of the Republic of Serbia,"142018B, 20131B",
7924,4479,GRAIN LEGUMES Integrated Project,GLIP-EEC-FP6,
7925,4479,GLIP Fellowship,,
7926,4479,"Tunisian Government, Tunis",,
7927,4480,EUEuropean Union (EU),FOOD-CT-2004- 506223,
7928,4481,Consortium for Legume Research from the Oklahoma State Regents for Higher Education,,
7929,4481,Noble Foundation,,
7930,4481,Oklahoma Agricultural Experiment Station Project 2536,,
7931,4481,Oklahoma Department of Agriculture,,
7932,4481,Food and Forestry,,
7933,4481,Noble Foundation was from an equipment grant from the National Science Foundation,DBI 0400580,
7934,4482,International Graduate School in Bioinformatics and Genome Research,,
7935,4482,"CeBiTec, Bielefeld University, Germany",,
7936,4483,"National Research Initiative of the USDA Cooperative State Research, Education and Extension ServiceUnited States Department of Agriculture (USDA)National Institute of Food and Agriculture",566000756,
7937,4483,National Science Foundation Division of Environmental BiologyNational Science Foundation (NSF),DEB-0120169,
7938,4484,Australian Research Council (ARC)Australian Research Council,,
7939,4484,DAFWA,LP0560971,
7940,4485,Oklahoma Agricultural Experiment Station,,
7941,4485,National Science FoundationNational Science Foundation (NSF),"IIS-0535257, DBI-0743797",
7942,4485,Alzheimer's AssociationAlzheimer's Association,,
7943,4485,"Department of Science and Technology, Government of IndiaDepartment of Science & Technology (India)",,
7944,4486,Australian Research Council (ARC)Australian Research Council,"CE0348212, DP0557692",
7945,4486,Australian Postgraduate AwardAustralian Government,,
7946,4487,Centre National de la Recherche Scientifique (CNRS)Centre National de la Recherche Scientifique (CNRS),,
7947,4488,"'Ministero dell'Istruzione e della Ricerca', FIRB",,
7948,4490,Missouri Soybean Merchandising Council,03-242,
7949,4490,National Science FoundationNational Science Foundation (NSF),DBI-0421620,
7950,4491,National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA,"GMO-8136-26, GMO-61222, GMO-7667-25",
7951,4491,Agricultural Experiment Station at New Mexico State University,,
7952,4492,Conseil Regional de BourgogneRegion Bourgogne-Franche-Comte,CT 06516 CP 015 S248,
7953,4493,Egyptian Academy for Science and TechnologyEgyptian Academy of Scientific Research and Technology (ASRT),,
7954,4494,"Ministry of Science, Education and Sport of the Republic of CroatiaMinistry of Science, Education and Sports, Republic of Croatia",,
7955,4497,Australian Research Council (ARC)Australian Research Council,,
7956,4498,"Agricultural, Fisheries and Food Department of Junta de Andalusia",,
7957,4505,Canadian Seed Growers Association,,
7958,4505,Federal Agriculture Matching Investment Initiative,,
7959,4506,National Basic Research Plan of ChinaNational Basic Research Program of China,2007CB108901,
7960,4506,Southwest University in China,,
7961,4508,Mustafa Kemal UniversityMustafa Kemal University,01130101,
7962,4509,Comission of Ege UniversityEge University,2005-OMY-01,
7963,4513,National Key RD Plan of China,2016YFD0300203,
7964,4513,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2018zh001,
7965,4514,National Key Research and Development Program of China,2016YFD0100700,
7966,4514,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31670243, 31371549",
7967,4514,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2016PY025,
7968,4515,RWTH Aachen University,,
7969,4516,CH Foundation,,
7970,4516,USDA Southern Sustainable Agriculture Research & Education (SARE),LS17-286,
7971,4517,"Special Assignment Account for 'Agricultural and Rural Development' (CASDAR) of the French Ministry of Agriculture, Agrifood and Forestry",CASDAR IP 5560 - ECOLAGNO,
7972,4517,Brazilian Ministry of Science and Technology 'Conselho Nacional de Desenvolvimento Cientifico e Tecnologico' (CNPq)National Council for Scientific and Technological Development (CNPq),,
7973,4518,Genomic Science and Technology for Energy,DE-SC0006869,
7974,4518,Department of EnergyUnited States Department of Energy (DOE),,
7975,4519,U.S. National Science FoundationNational Science Foundation (NSF),1639618,
7976,4519,U.S. Department of Energy (Center for Bioenergy Innovation)United States Department of Energy (DOE),,
7977,4521,Chengdu Institute of Biology of the Chinese Academy of Sciences,,
7978,4521,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31770542, 31761123001-1",
7979,4521,Special Fund for Forest Scientific Research in the Public Welfare,201404204-05A,
7980,4521,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2017jc08,
7981,4522,Program for Changjiang Scholars and Innovative Research Team in UniversityProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),IRT_17R50,
7982,4522,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31502000,
7983,4523,Russian Science FoundationRussian Science Foundation (RSF),16-16-10011,
7984,4523,Russian Foundation for Basic ResearchRussian Foundation for Basic Research (RFBR),17-04-01708,
7985,4523,SPbU Alumni Association,,
7986,4524,"CONACYT (Consejo Nacional de Ciencia y Tecnologia, Mexico City, Mexico)Consejo Nacional de Ciencia y Tecnologia (CONACyT)",,
7987,4524,"INIFAP (Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias, Mexico City, Mexico)",,
7988,4526,Project of National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31572456, 31772660",
7989,4526,China Agriculture Research System,CARS-34,
7990,4527,"SAW-PAKT ""Chemical Communication in the Rhizosphere""",,
7991,4528,"Ministry of Oceans and Fisheries, Korea",,
7992,4528,National Research Foundation of Korea - Korea governmentNational Research Foundation of KoreaKorean Government,NRF-2018R1A2B2008825,
7993,4529,Tunisian Ministry of Higher Education and Scientific Research,,
7994,4531,National Basic Research Program of ChinaNational Basic Research Program of China,2015CB943500,
7995,4531,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31400262, 31371235",
7996,4531,National Natural Science Foundation of Shandong Province,ZR2014CQ022,
7997,4531,Samuel Roberts Noble Foundation,,
7998,4532,"Canada Employment and Immigration Commission (Calgary, Alberta)",,
7999,4533,Hatch ActUnited States Department of Agriculture (USDA),WVA00610,
8000,4534,USDA-NIFA's Agriculture and Food Research Initiative (AFRI),2013-69002,
8001,4536,"Ministry of Education, Science and Technological Development of the Republic of Serbia",TR 31057,
8002,4537,"USDA National Institute of Food and Agriculture, Hatch/Evans-Allen/McIntire Stennis project",1008718,
8003,4538,National Science FoundationNational Science Foundation (NSF),"1354878, 1821892, DBI0939454",
8004,4539,"Ministry of Science and Technology of ChinaMinistry of Science and Technology, China",2015CB943500,
8005,4539,Shandong Province Natural Science FoundationNatural Science Foundation of Shandong Province,"ZR2018ZC0334, ZR2019MC013",
8006,4539,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31671507, 31371235",
8007,4539,1000-Talents Plan from China for Young Researchers,,
8008,4540,Roger and Victoria Sant Educational Endowment for a Sustainable Environment,,
8009,4540,John Topham and Susan Redd Butler BYU Faculty Research Award (The Charles Redd Center for Western Studies),,
8010,4540,"Department of Microbiology and Molecular Biology, Brigham Young University",,
8011,4541,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31502000,
8012,4542,China Modern Agriculture Research System,CARS-22,
8013,4543,National Science FoundationNational Science Foundation (NSF),"IOS-1237993, IOS-1724993",
8014,4543,USDA-HATCH Award,MIN-71-030,
8015,4544,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31572460,
8016,4544,National Key Research and Development Program of China,2016YFC0400302,
8017,4545,Brain Korea 21 Plus Project,,
8018,4545,Chonnam National University,,
8019,4546,National Natural Science Foundation of China (NFSC)National Natural Science Foundation of China,"31772658, 31571587",
8020,4546,Project for Extramural Scientists of the State Key Laboratory of Agrobiotechnology,2018SKLAB6-22,
8021,4547,earmarked fund for China Agriculture Research System,CARS-34,
8022,4547,National Key Basic Research Program of China (973 Program)National Basic Research Program of China,2015CB943500,
8023,4547,Agricultural Science and Technology Innovation Program,ASTIPIAS14,
8024,4548,earmarked funds for the Modern Agro-industry Technology Research System,CARS-35,
8025,4549,"Victorian Government (Department of Jobs, Precincts and Regions)",,
8026,4549,NSW Department of Primary Industries (NSW DPI),,
8027,4549,University of MelbourneUniversity of Melbourne,,
8028,4549,Australian Meat Processor Corporation (AMPC)Australian Meat Processor Corp,,
8029,4550,"Australian Pork Co-operative Research CentreAustralian GovernmentDepartment of Industry, Innovation and ScienceCooperative Research Centres (CRC) Programme",1A-111,
8030,4551,Evans-Allen,GEOX-5218,
8031,4551,USDA-NIFAUnited States Department of Agriculture (USDA),,
8032,4551,NSF HRD INCLUDES,1649270,
8033,4551,NSF DUE S-STEM,1834046,
8034,4553,Fronteras,2015-2/814,
8035,4553,CONACyT-DFG,2016/277850,
8036,4553,Consejo de la Investigacion Cientifica (UMSNH),2.24,
8037,4553,CONACyTConsejo Nacional de Ciencia y Tecnologia (CONACyT),164395,
8038,4554,Iran National Science Foundation (INSF)Iran National Science Foundation (INSF),93004315,
8039,4555,Natural Science Foundation of ChinaNational Natural Science Foundation of China,U1812401,
8040,4555,Karst Science Research Center of Guizhou Province,U1812401,
8041,4555,Programme for Changjiang Scholars and Innovative Research Teams in UniversitiesProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT),PCSIRT-1227,
8042,4555,Initial Fund for Key Laboratories of Guizhou Province,20114005,
8043,4555,"Major Science and Technology Project of the Education Department of Guizhou Province during the ""12th Five-year Plan""",2012-005,
8044,4555,Joint Fund for the Department of Science and Technology of Guizhou Province,[2016,
8045,4555,Guizhou Normal University,[2016,
8046,4555,National Key Research and Development Program of China,2017YFC0506102,
8047,4555,Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"31570586, 31870581",
8048,4556,National Key Research and Development Program of China,2017YFD0201100,
8049,4556,Science Project Grant for Oversea Personnel in Hebei Province,CP2015005015,
8050,4556,"Key Laboratory for Feed Biotechnology of the Ministry of Agriculture of ChinaMinistry of Agriculture, China",,
8051,4556,"Innovation projects on the course of ""Biotechnology"" in Hebei province, China","2012GJJG054, 201202",
8052,4557,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"51679238, 51621061",
8053,4557,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2018M641537,
8054,4557,Cultivation post of Hebei grass industry innovation team of modern agricultural industry technology system of China,HBCT2018160202,
8055,4559,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31770347, 31570309, 31870284",
8056,4559,Scientific Research Project for Major Achievements of The Agricultural Science and Technology Innovation Program (ASTIP),CAAS-ZDXT2019004,
8057,4559,Beijing Municipal Science and Technology CommissionBeijing Municipal Science & Technology Commission,lj201812,
8058,4559,"National Science Foundation, USANational Science Foundation (NSF)","DBI 0703285, IOS-1127155",
8059,4559,"Noble Research Institute, LLC",,
8060,4561,"Department of Soil Science, Faculty of Agriculture, Ferdowsi University of Mashhad, Iran",,
8061,4561,"Spanish Ministry of Economy, Science and Universities",AGL2016-75226-R,
8062,4561,FEDEREuropean Union (EU),,
8063,4561,research project on M. scutellata,3/41380,
8064,4562,Spanish Ministry of Economy and Competitivity,"AGL2013-40758-R, AGL2017-88381-R",
8065,4562,Isfahan University of Technology,,
8066,4565,Science and Technology project of Shandong Education Department,J15LE02,
8067,4565,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,2018M632646,
8068,4566,"Federal Ministry of Agriculture, Forestry, Environment and Water Management (BMLFUW)",100888,
8069,4568,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31300220, 31501328",
8070,4568,Shandong Province Natural Science FoundationNatural Science Foundation of Shandong Province,"ZR2015JL012, ZR2014CP013",
8071,4568,Shandong Provincial Key Laboratory of Plant Stress,KF201801,
8072,4569,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31560663,
8073,4569,Discipline Construction Foundation of Gansu Agricultural University,GAU-XKJS-2018-170,
8074,4570,Key Projects of Guangzhou Science and Technology Plan,20190302063007,
8075,4570,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"41671268, 31700530",
8076,4570,Excellent Young Teachers Training Program of Northwest AF University,Z111021605,
8077,4570,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,2452015169,
8078,4571,SRT project in Nanjing Agricultural University,2018syzx021,
8079,4571,Natural Science Foundation of Jiangsu Province of ChinaNatural Science Foundation of Jiangsu Province,BK20161443,
8080,4572,China Agriculture Research System,CARS-36,
8081,4572,National Nature Science Foundation of ChinaNational Natural Science Foundation of China,31872380,
8082,4573,National Key R & D Program of China,"2017YFD0301307, 2017YFD0300204-3",
8083,4573,Anhui Agricultural University,,
8084,4573,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31760579,
8085,4573,Hainan University,kyqd1663,
